asset_id,timestamp,temperature_C,vibration_mm_s,oil_quality_index,runtime_hours,is_anomaly
Compressor_A,2025-08-06 16:00:00,54.94,2.201,89.4,878.8,0
Compressor_A,2025-08-06 17:00:00,61.03,1.365,91.9,880.8,0
Compressor_A,2025-08-06 18:00:00,67.8,2.431,90.0,884.3,0
Compressor_A,2025-08-06 19:00:00,68.18,1.834,88.8,882.4,0
Compressor_A,2025-08-06 20:00:00,57.84,1.987,87.9,883.2,0
Compressor_A,2025-08-06 21:00:00,70.95,2.186,90.4,883.7,0
Compressor_A,2025-08-06 22:00:00,53.53,2.239,92.2,886.9,0
Compressor_A,2025-08-06 23:00:00,64.57,1.209,90.2,886.3,0
Compressor_A,2025-08-07 00:00:00,64.19,2.105,90.8,889.6,0
Compressor_A,2025-08-07 01:00:00,63.56,2.16,89.7,889.4,0
Compressor_A,2025-08-07 02:00:00,57.72,2.185,88.7,891.7,0
Compressor_A,2025-08-07 03:00:00,65.29,2.329,93.9,889.2,0
Compressor_A,2025-08-07 04:00:00,56.15,2.513,91.6,894.6,0
Compressor_A,2025-08-07 05:00:00,57.02,1.405,91.8,893.3,0
Compressor_A,2025-08-07 06:00:00,62.51,1.9,92.2,894.1,0
Compressor_A,2025-08-07 07:00:00,65.47,2.013,88.4,894.8,0
Compressor_A,2025-08-07 08:00:00,68.33,1.902,90.5,898.0,0
Compressor_A,2025-08-07 09:00:00,58.85,2.084,89.6,894.9,0
Compressor_A,2025-08-07 10:00:00,56.64,1.649,88.1,894.7,0
Compressor_A,2025-08-07 11:00:00,53.14,1.53,91.2,898.0,0
Compressor_A,2025-08-07 12:00:00,52.14,1.754,89.4,900.8,0
Compressor_A,2025-08-07 13:00:00,56.85,2.065,90.0,899.5,0
Compressor_A,2025-08-07 14:00:00,64.03,1.557,92.0,902.6,0
Compressor_A,2025-08-07 15:00:00,65.72,1.641,91.2,904.0,0
Compressor_A,2025-08-07 16:00:00,69.05,1.955,90.8,904.0,0
Compressor_A,2025-08-07 17:00:00,65.29,2.082,90.7,904.0,0
Compressor_A,2025-08-07 18:00:00,56.58,1.667,89.7,904.8,0
Compressor_A,2025-08-07 19:00:00,71.63,4.827,90.2,904.0,1
Compressor_A,2025-08-07 20:00:00,61.21,2.074,88.7,906.7,0
Compressor_A,2025-08-07 21:00:00,63.33,1.84,91.2,911.2,0
Compressor_A,2025-08-07 22:00:00,61.77,1.797,91.1,908.3,0
Compressor_A,2025-08-07 23:00:00,68.41,1.377,88.5,909.9,0
Compressor_A,2025-08-08 00:00:00,68.83,2.028,90.5,911.3,0
Compressor_A,2025-08-08 01:00:00,61.2,1.725,94.2,913.7,0
Compressor_A,2025-08-08 02:00:00,59.52,1.406,93.1,914.7,0
Compressor_A,2025-08-08 03:00:00,71.15,1.233,88.1,913.2,0
Compressor_A,2025-08-08 04:00:00,61.16,1.824,90.4,915.3,0
Compressor_A,2025-08-08 05:00:00,54.09,1.798,88.2,916.8,0
Compressor_A,2025-08-08 06:00:00,62.34,1.758,92.9,917.7,0
Compressor_A,2025-08-08 07:00:00,57.61,1.901,88.4,918.9,0
Compressor_A,2025-08-08 08:00:00,72.99,2.03,88.3,921.2,0
Compressor_A,2025-08-08 09:00:00,62.64,2.129,86.9,922.3,0
Compressor_A,2025-08-08 10:00:00,67.34,1.706,89.5,923.6,0
Compressor_A,2025-08-08 11:00:00,63.08,2.234,91.0,922.9,0
Compressor_A,2025-08-08 12:00:00,68.96,2.029,92.6,923.6,0
Compressor_A,2025-08-08 13:00:00,59.42,1.727,87.7,922.8,0
Compressor_A,2025-08-08 14:00:00,65.43,2.279,89.1,924.4,0
Compressor_A,2025-08-08 15:00:00,57.34,0.83,88.7,924.5,0
Compressor_A,2025-08-08 16:00:00,63.57,1.35,89.6,927.9,0
Compressor_A,2025-08-08 17:00:00,70.04,1.572,90.4,929.8,0
Compressor_A,2025-08-08 18:00:00,67.98,2.63,90.0,930.9,0
Compressor_A,2025-08-08 19:00:00,68.27,1.811,88.4,930.3,0
Compressor_A,2025-08-08 20:00:00,72.55,1.734,86.3,931.8,0
Compressor_A,2025-08-08 21:00:00,60.17,1.858,89.8,930.0,0
Compressor_A,2025-08-08 22:00:00,58.96,2.174,90.0,937.1,0
Compressor_A,2025-08-08 23:00:00,66.67,1.308,90.0,933.7,0
Compressor_A,2025-08-09 00:00:00,69.96,1.197,88.3,938.6,0
Compressor_A,2025-08-09 01:00:00,69.31,2.139,87.0,936.5,0
Compressor_A,2025-08-09 02:00:00,60.47,1.762,90.7,937.5,0
Compressor_A,2025-08-09 03:00:00,61.52,1.843,87.9,940.1,0
Compressor_A,2025-08-09 04:00:00,63.22,1.808,88.9,940.0,0
Compressor_A,2025-08-09 05:00:00,62.86,1.936,89.3,940.8,0
Compressor_A,2025-08-09 06:00:00,68.31,2.268,87.7,938.9,0
Compressor_A,2025-08-09 07:00:00,67.97,2.014,88.0,943.0,0
Compressor_A,2025-08-09 08:00:00,64.36,1.803,91.3,945.8,0
Compressor_A,2025-08-09 09:00:00,64.13,2.198,92.5,943.5,0
Compressor_A,2025-08-09 10:00:00,63.58,2.233,90.8,943.3,0
Compressor_A,2025-08-09 11:00:00,56.36,1.758,89.8,947.2,0
Compressor_A,2025-08-09 12:00:00,66.94,2.184,86.3,948.5,0
Compressor_A,2025-08-09 13:00:00,61.86,1.515,87.5,951.1,0
Compressor_A,2025-08-09 14:00:00,68.26,1.555,92.4,949.1,0
Compressor_A,2025-08-09 15:00:00,70.57,2.368,92.1,950.1,0
Compressor_A,2025-08-09 16:00:00,57.61,1.964,88.1,951.9,0
Compressor_A,2025-08-09 17:00:00,63.59,1.613,88.8,953.3,0
Compressor_A,2025-08-09 18:00:00,69.23,1.153,89.0,955.1,0
Compressor_A,2025-08-09 19:00:00,65.12,1.368,90.5,955.7,0
Compressor_A,2025-08-09 20:00:00,65.86,1.397,88.1,958.1,0
Compressor_A,2025-08-09 21:00:00,68.17,2.208,89.1,958.7,0
Compressor_A,2025-08-09 22:00:00,60.15,1.935,90.9,957.4,0
Compressor_A,2025-08-09 23:00:00,68.13,1.777,85.9,958.5,0
Compressor_A,2025-08-10 00:00:00,54.14,1.908,89.3,961.2,0
Compressor_A,2025-08-10 01:00:00,57.35,2.412,89.7,962.0,0
Compressor_A,2025-08-10 02:00:00,59.9,2.33,89.8,962.8,0
Compressor_A,2025-08-10 03:00:00,64.12,1.783,87.5,962.5,0
Compressor_A,2025-08-10 04:00:00,70.29,1.522,85.9,964.0,0
Compressor_A,2025-08-10 05:00:00,67.63,1.788,89.2,963.9,0
Compressor_A,2025-08-10 06:00:00,65.53,2.164,90.4,965.4,0
Compressor_A,2025-08-10 07:00:00,63.42,1.767,91.3,965.2,0
Compressor_A,2025-08-10 08:00:00,53.42,1.548,93.1,969.0,0
Compressor_A,2025-08-10 09:00:00,64.74,2.149,89.4,968.2,0
Compressor_A,2025-08-10 10:00:00,75.79,2.057,85.8,969.7,0
Compressor_A,2025-08-10 11:00:00,67.54,2.65,89.7,970.8,0
Compressor_A,2025-08-10 12:00:00,58.06,1.8,88.3,973.2,0
Compressor_A,2025-08-10 13:00:00,64.54,2.248,87.7,970.4,0
Compressor_A,2025-08-10 14:00:00,72.14,2.996,87.5,978.1,0
Compressor_A,2025-08-10 15:00:00,55.78,2.074,87.7,975.0,0
Compressor_A,2025-08-10 16:00:00,53.63,3.113,87.9,976.1,0
Compressor_A,2025-08-10 17:00:00,69.42,1.646,82.8,976.9,0
Compressor_A,2025-08-10 18:00:00,67.1,1.975,93.0,978.4,0
Compressor_A,2025-08-10 19:00:00,63.2,1.622,91.3,980.1,0
Compressor_A,2025-08-10 20:00:00,65.39,1.975,86.9,981.7,0
Compressor_A,2025-08-10 21:00:00,72.26,1.418,87.1,982.0,0
Compressor_A,2025-08-10 22:00:00,58.02,1.793,91.2,982.9,0
Compressor_A,2025-08-10 23:00:00,67.21,1.946,90.4,983.9,0
Compressor_A,2025-08-11 00:00:00,67.24,0.934,89.1,984.3,0
Compressor_A,2025-08-11 01:00:00,64.79,1.769,89.9,985.9,0
Compressor_A,2025-08-11 02:00:00,68.52,1.986,91.4,988.2,0
Compressor_A,2025-08-11 03:00:00,65.42,1.906,86.3,985.8,0
Compressor_A,2025-08-11 04:00:00,60.12,2.268,87.1,990.3,0
Compressor_A,2025-08-11 05:00:00,66.69,2.174,91.8,987.3,0
Compressor_A,2025-08-11 06:00:00,71.36,2.205,87.9,989.9,0
Compressor_A,2025-08-11 07:00:00,67.6,1.894,90.3,992.5,0
Compressor_A,2025-08-11 08:00:00,68.58,1.664,87.9,991.8,0
Compressor_A,2025-08-11 09:00:00,58.32,2.132,88.0,993.4,0
Compressor_A,2025-08-11 10:00:00,53.01,1.762,89.4,996.9,0
Compressor_A,2025-08-11 11:00:00,53.16,1.879,90.6,993.3,0
Compressor_A,2025-08-11 12:00:00,66.85,1.898,87.4,998.8,0
Compressor_A,2025-08-11 13:00:00,69.41,1.902,86.7,993.9,0
Compressor_A,2025-08-11 14:00:00,63.02,1.667,89.2,999.5,0
Compressor_A,2025-08-11 15:00:00,63.25,2.211,92.4,997.3,0
Compressor_A,2025-08-11 16:00:00,67.26,1.769,93.2,998.2,0
Compressor_A,2025-08-11 17:00:00,61.93,1.531,90.2,1000.7,0
Compressor_A,2025-08-11 18:00:00,67.31,1.869,92.2,1002.3,0
Compressor_A,2025-08-11 19:00:00,63.0,1.373,87.3,1002.8,0
Compressor_A,2025-08-11 20:00:00,61.94,1.875,89.0,1003.1,0
Compressor_A,2025-08-11 21:00:00,72.48,2.224,88.1,1005.7,0
Compressor_A,2025-08-11 22:00:00,66.14,2.1,87.6,1006.6,0
Compressor_A,2025-08-11 23:00:00,61.6,2.014,90.0,1007.2,0
Compressor_A,2025-08-12 00:00:00,70.04,1.98,92.0,1009.3,0
Compressor_A,2025-08-12 01:00:00,69.12,1.829,86.3,1009.0,0
Compressor_A,2025-08-12 02:00:00,58.8,2.045,90.5,1008.9,0
Compressor_A,2025-08-12 03:00:00,61.3,2.059,88.3,1012.8,0
Compressor_A,2025-08-12 04:00:00,62.46,2.431,92.0,1011.4,0
Compressor_A,2025-08-12 05:00:00,57.43,1.874,92.9,1013.7,0
Compressor_A,2025-08-12 06:00:00,51.83,1.923,91.2,1014.1,0
Compressor_A,2025-08-12 07:00:00,66.03,1.522,89.4,1015.3,0
Compressor_A,2025-08-12 08:00:00,66.12,1.538,89.8,1015.0,0
Compressor_A,2025-08-12 09:00:00,62.59,1.96,88.7,1017.4,0
Compressor_A,2025-08-12 10:00:00,64.88,1.644,88.8,1018.1,0
Compressor_A,2025-08-12 11:00:00,64.02,2.221,89.2,1016.4,0
Compressor_A,2025-08-12 12:00:00,67.65,1.985,88.1,1020.6,0
Compressor_A,2025-08-12 13:00:00,67.95,1.772,86.8,1021.1,0
Compressor_A,2025-08-12 14:00:00,59.32,1.99,87.8,1023.0,0
Compressor_A,2025-08-12 15:00:00,69.48,1.74,86.7,1022.2,0
Compressor_A,2025-08-12 16:00:00,66.9,2.144,86.9,1025.5,0
Compressor_A,2025-08-12 17:00:00,61.62,1.505,89.8,1026.4,0
Compressor_A,2025-08-12 18:00:00,63.59,2.227,89.0,1027.0,0
Compressor_A,2025-08-12 19:00:00,63.51,1.439,91.8,1027.2,0
Compressor_A,2025-08-12 20:00:00,63.03,1.94,88.8,1027.6,0
Compressor_A,2025-08-12 21:00:00,67.21,2.217,88.7,1027.6,0
Compressor_A,2025-08-12 22:00:00,61.51,1.49,90.8,1026.4,0
Compressor_A,2025-08-12 23:00:00,60.42,1.506,90.0,1032.3,0
Compressor_A,2025-08-13 00:00:00,66.57,2.142,88.7,1032.4,0
Compressor_A,2025-08-13 01:00:00,64.55,1.365,89.2,1033.2,0
Compressor_A,2025-08-13 02:00:00,70.22,2.399,92.1,1036.7,0
Compressor_A,2025-08-13 03:00:00,69.36,1.756,91.8,1035.0,0
Compressor_A,2025-08-13 04:00:00,67.49,1.683,89.4,1035.1,0
Compressor_A,2025-08-13 05:00:00,62.26,2.078,90.0,1038.0,0
Compressor_A,2025-08-13 06:00:00,54.41,2.111,87.4,1035.8,0
Compressor_A,2025-08-13 07:00:00,62.32,2.432,88.9,1039.2,0
Compressor_A,2025-08-13 08:00:00,55.03,2.544,89.7,1037.9,0
Compressor_A,2025-08-13 09:00:00,67.36,1.718,86.7,1040.6,0
Compressor_A,2025-08-13 10:00:00,61.54,1.363,86.0,1040.9,0
Compressor_A,2025-08-13 11:00:00,57.07,2.229,87.6,1040.6,0
Compressor_A,2025-08-13 12:00:00,63.27,1.975,87.5,1044.8,0
Compressor_A,2025-08-13 13:00:00,62.98,2.183,88.1,1041.4,0
Compressor_A,2025-08-13 14:00:00,70.64,1.837,86.9,1044.9,0
Compressor_A,2025-08-13 15:00:00,64.13,2.083,89.1,1048.3,0
Compressor_A,2025-08-13 16:00:00,64.05,1.783,88.3,1049.9,0
Compressor_A,2025-08-13 17:00:00,64.85,1.944,88.5,1050.1,0
Compressor_A,2025-08-13 18:00:00,66.88,1.919,85.0,1047.7,0
Compressor_A,2025-08-13 19:00:00,68.02,1.9,88.2,1049.2,0
Compressor_A,2025-08-13 20:00:00,63.75,1.825,90.4,1053.4,0
Compressor_A,2025-08-13 21:00:00,57.18,2.702,86.2,1051.6,0
Compressor_A,2025-08-13 22:00:00,61.65,2.031,91.3,1052.4,0
Compressor_A,2025-08-13 23:00:00,63.76,1.291,85.9,1053.9,0
Compressor_A,2025-08-14 00:00:00,65.46,1.849,87.8,1057.4,0
Compressor_A,2025-08-14 01:00:00,60.11,2.196,90.2,1055.5,0
Compressor_A,2025-08-14 02:00:00,65.82,1.572,86.8,1058.0,0
Compressor_A,2025-08-14 03:00:00,60.7,1.796,90.6,1057.2,0
Compressor_A,2025-08-14 04:00:00,68.79,1.985,85.3,1063.3,0
Compressor_A,2025-08-14 05:00:00,66.14,2.235,90.3,1062.7,0
Compressor_A,2025-08-14 06:00:00,59.63,1.729,90.4,1064.0,0
Compressor_A,2025-08-14 07:00:00,63.35,1.901,88.8,1062.5,0
Compressor_A,2025-08-14 08:00:00,63.33,1.598,88.8,1063.4,0
Compressor_A,2025-08-14 09:00:00,61.78,1.679,90.4,1065.3,0
Compressor_A,2025-08-14 10:00:00,59.95,1.861,88.2,1066.2,0
Compressor_A,2025-08-14 11:00:00,62.67,1.375,88.3,1067.8,0
Compressor_A,2025-08-14 12:00:00,58.62,2.255,91.7,1066.7,0
Compressor_A,2025-08-14 13:00:00,71.15,1.861,78.9,1069.8,0
Compressor_A,2025-08-14 14:00:00,58.96,2.212,87.4,1068.7,0
Compressor_A,2025-08-14 15:00:00,66.62,1.886,80.9,1071.7,0
Compressor_A,2025-08-14 16:00:00,64.91,1.267,88.7,1073.1,0
Compressor_A,2025-08-14 17:00:00,64.05,1.653,88.7,1072.5,0
Compressor_A,2025-08-14 18:00:00,64.5,1.712,87.5,1071.7,0
Compressor_A,2025-08-14 19:00:00,64.87,1.774,88.5,1073.6,0
Compressor_A,2025-08-14 20:00:00,68.18,2.24,92.3,1075.3,0
Compressor_A,2025-08-14 21:00:00,67.8,1.609,90.0,1075.8,0
Compressor_A,2025-08-14 22:00:00,62.27,2.034,86.8,1077.4,0
Compressor_A,2025-08-14 23:00:00,59.64,2.303,88.0,1078.4,0
Compressor_A,2025-08-15 00:00:00,75.22,1.968,91.3,1083.1,0
Compressor_A,2025-08-15 01:00:00,65.19,2.194,86.0,1081.0,0
Compressor_A,2025-08-15 02:00:00,69.87,1.293,87.0,1082.2,0
Compressor_A,2025-08-15 03:00:00,66.62,1.714,86.4,1082.6,0
Compressor_A,2025-08-15 04:00:00,66.48,2.006,88.7,1084.1,0
Compressor_A,2025-08-15 05:00:00,65.09,2.01,90.0,1081.9,0
Compressor_A,2025-08-15 06:00:00,64.01,2.07,90.1,1085.8,0
Compressor_A,2025-08-15 07:00:00,71.62,2.499,90.8,1086.2,0
Compressor_A,2025-08-15 08:00:00,60.08,1.585,88.8,1085.9,0
Compressor_A,2025-08-15 09:00:00,59.04,2.247,90.2,1087.8,0
Compressor_A,2025-08-15 10:00:00,63.81,1.868,85.1,1090.5,0
Compressor_A,2025-08-15 11:00:00,64.75,1.779,89.9,1091.0,0
Compressor_A,2025-08-15 12:00:00,73.12,2.368,91.0,1093.3,0
Compressor_A,2025-08-15 13:00:00,63.71,1.666,89.4,1094.0,0
Compressor_A,2025-08-15 14:00:00,61.71,1.617,87.6,1094.1,0
Compressor_A,2025-08-15 15:00:00,62.89,1.802,89.4,1096.8,0
Compressor_A,2025-08-15 16:00:00,57.36,2.118,89.7,1096.1,0
Compressor_A,2025-08-15 17:00:00,63.85,2.29,85.6,1093.2,0
Compressor_A,2025-08-15 18:00:00,71.9,2.189,90.4,1097.5,0
Compressor_A,2025-08-15 19:00:00,56.71,2.113,88.0,1098.2,0
Compressor_A,2025-08-15 20:00:00,64.65,1.662,87.0,1100.9,0
Compressor_A,2025-08-15 21:00:00,63.73,2.882,88.7,1101.2,0
Compressor_A,2025-08-15 22:00:00,64.08,1.898,88.6,1103.5,0
Compressor_A,2025-08-15 23:00:00,65.39,1.26,88.7,1105.4,0
Compressor_A,2025-08-16 00:00:00,70.2,1.493,86.5,1105.6,0
Compressor_A,2025-08-16 01:00:00,60.26,2.331,86.3,1106.1,0
Compressor_A,2025-08-16 02:00:00,60.63,2.232,89.0,1106.9,0
Compressor_A,2025-08-16 03:00:00,63.05,1.187,86.3,1106.1,0
Compressor_A,2025-08-16 04:00:00,65.26,2.257,88.2,1106.6,0
Compressor_A,2025-08-16 05:00:00,64.19,1.541,87.4,1109.1,0
Compressor_A,2025-08-16 06:00:00,65.44,1.601,87.0,1110.8,0
Compressor_A,2025-08-16 07:00:00,63.57,1.159,87.6,1111.3,0
Compressor_A,2025-08-16 08:00:00,65.51,1.592,85.2,1108.5,0
Compressor_A,2025-08-16 09:00:00,69.53,1.775,86.7,1111.5,0
Compressor_A,2025-08-16 10:00:00,63.4,1.687,91.4,1116.2,0
Compressor_A,2025-08-16 11:00:00,57.42,1.992,87.4,1117.7,0
Compressor_A,2025-08-16 12:00:00,70.02,1.898,85.9,1113.4,0
Compressor_A,2025-08-16 13:00:00,65.96,1.39,88.4,1114.6,0
Compressor_A,2025-08-16 14:00:00,64.18,1.729,88.1,1115.6,0
Compressor_A,2025-08-16 15:00:00,59.15,1.553,88.1,1118.4,0
Compressor_A,2025-08-16 16:00:00,62.38,1.684,87.6,1119.9,0
Compressor_A,2025-08-16 17:00:00,63.41,1.849,88.4,1122.5,0
Compressor_A,2025-08-16 18:00:00,63.06,1.876,93.2,1120.1,0
Compressor_A,2025-08-16 19:00:00,62.35,2.091,85.6,1123.3,0
Compressor_A,2025-08-16 20:00:00,60.48,2.292,89.3,1122.8,0
Compressor_A,2025-08-16 21:00:00,59.93,1.949,89.1,1126.6,0
Compressor_A,2025-08-16 22:00:00,67.35,2.297,86.2,1128.0,0
Compressor_A,2025-08-16 23:00:00,60.19,1.843,89.2,1124.4,0
Compressor_A,2025-08-17 00:00:00,59.4,1.839,85.9,1129.9,0
Compressor_A,2025-08-17 01:00:00,67.3,2.011,88.9,1128.8,0
Compressor_A,2025-08-17 02:00:00,70.1,1.98,87.0,1129.6,0
Compressor_A,2025-08-17 03:00:00,61.98,2.19,89.1,1131.7,0
Compressor_A,2025-08-17 04:00:00,65.9,2.001,89.6,1129.1,0
Compressor_A,2025-08-17 05:00:00,54.22,2.107,88.7,1133.9,0
Compressor_A,2025-08-17 06:00:00,59.09,2.234,87.9,1133.8,0
Compressor_A,2025-08-17 07:00:00,62.17,1.725,88.8,1132.2,0
Compressor_A,2025-08-17 08:00:00,59.62,2.287,88.3,1135.2,0
Compressor_A,2025-08-17 09:00:00,73.69,1.636,89.6,1137.9,0
Compressor_A,2025-08-17 10:00:00,64.05,2.286,89.9,1136.6,0
Compressor_A,2025-08-17 11:00:00,65.1,2.175,88.9,1136.0,0
Compressor_A,2025-08-17 12:00:00,64.59,2.101,85.3,1139.3,0
Compressor_A,2025-08-17 13:00:00,60.08,1.816,85.3,1142.2,0
Compressor_A,2025-08-17 14:00:00,59.22,1.753,89.7,1142.4,0
Compressor_A,2025-08-17 15:00:00,62.6,1.854,87.4,1141.9,0
Compressor_A,2025-08-17 16:00:00,59.9,1.83,87.4,1143.2,0
Compressor_A,2025-08-17 17:00:00,57.62,1.734,88.2,1144.5,0
Compressor_A,2025-08-17 18:00:00,68.39,2.056,84.8,1147.2,0
Compressor_A,2025-08-17 19:00:00,70.24,1.931,87.8,1145.4,0
Compressor_A,2025-08-17 20:00:00,59.73,1.97,87.2,1153.0,0
Compressor_A,2025-08-17 21:00:00,67.85,1.914,86.4,1147.7,0
Compressor_A,2025-08-17 22:00:00,62.29,1.336,85.9,1150.6,0
Compressor_A,2025-08-17 23:00:00,62.86,1.523,86.5,1150.6,0
Compressor_A,2025-08-18 00:00:00,59.68,1.674,88.5,1153.4,0
Compressor_A,2025-08-18 01:00:00,65.67,1.788,85.9,1155.5,0
Compressor_A,2025-08-18 02:00:00,62.42,2.442,92.0,1154.4,0
Compressor_A,2025-08-18 03:00:00,67.52,1.511,87.2,1153.5,0
Compressor_A,2025-08-18 04:00:00,70.26,2.616,86.8,1157.4,0
Compressor_A,2025-08-18 05:00:00,66.71,1.883,88.8,1157.2,0
Compressor_A,2025-08-18 06:00:00,61.86,1.843,92.2,1155.8,0
Compressor_A,2025-08-18 07:00:00,63.63,2.089,86.1,1157.8,0
Compressor_A,2025-08-18 08:00:00,64.71,2.728,84.6,1157.7,0
Compressor_A,2025-08-18 09:00:00,67.47,1.767,88.1,1160.0,0
Compressor_A,2025-08-18 10:00:00,67.24,2.178,87.2,1159.8,0
Compressor_A,2025-08-18 11:00:00,59.52,1.612,88.8,1164.9,0
Compressor_A,2025-08-18 12:00:00,65.54,1.398,90.9,1166.3,0
Compressor_A,2025-08-18 13:00:00,63.21,2.049,89.6,1166.0,0
Compressor_A,2025-08-18 14:00:00,64.29,2.025,87.4,1166.6,0
Compressor_A,2025-08-18 15:00:00,65.92,1.709,88.7,1165.7,0
Compressor_A,2025-08-18 16:00:00,59.18,2.24,90.7,1168.8,0
Compressor_A,2025-08-18 17:00:00,68.45,1.901,81.7,1172.6,0
Compressor_A,2025-08-18 18:00:00,61.04,2.109,88.8,1170.2,0
Compressor_A,2025-08-18 19:00:00,62.73,1.817,86.3,1170.0,0
Compressor_A,2025-08-18 20:00:00,71.24,1.855,89.9,1173.9,0
Compressor_A,2025-08-18 21:00:00,65.87,2.287,89.3,1174.4,0
Compressor_A,2025-08-18 22:00:00,63.48,2.033,85.6,1172.8,0
Compressor_A,2025-08-18 23:00:00,66.55,2.174,88.3,1176.5,0
Compressor_A,2025-08-19 00:00:00,66.72,2.151,88.2,1175.0,0
Compressor_A,2025-08-19 01:00:00,69.94,2.116,87.9,1177.8,0
Compressor_A,2025-08-19 02:00:00,60.52,3.082,86.4,1179.4,0
Compressor_A,2025-08-19 03:00:00,61.82,1.593,88.7,1177.3,0
Compressor_A,2025-08-19 04:00:00,60.73,2.681,89.5,1180.2,0
Compressor_A,2025-08-19 05:00:00,68.98,1.906,87.0,1180.1,0
Compressor_A,2025-08-19 06:00:00,68.9,1.511,85.5,1184.1,0
Compressor_A,2025-08-19 07:00:00,56.39,2.929,89.9,1183.4,0
Compressor_A,2025-08-19 08:00:00,64.53,2.178,87.5,1185.4,0
Compressor_A,2025-08-19 09:00:00,71.34,1.939,85.0,1185.6,0
Compressor_A,2025-08-19 10:00:00,61.28,1.939,88.7,1186.8,0
Compressor_A,2025-08-19 11:00:00,62.11,1.808,85.7,1187.2,0
Compressor_A,2025-08-19 12:00:00,59.85,2.491,86.7,1185.4,0
Compressor_A,2025-08-19 13:00:00,68.39,2.431,89.2,1188.5,0
Compressor_A,2025-08-19 14:00:00,62.11,2.13,85.4,1191.1,0
Compressor_A,2025-08-19 15:00:00,66.46,2.461,87.1,1192.2,0
Compressor_A,2025-08-19 16:00:00,70.38,1.62,85.8,1191.3,0
Compressor_A,2025-08-19 17:00:00,65.19,2.127,86.4,1194.2,0
Compressor_A,2025-08-19 18:00:00,56.08,1.802,88.3,1193.4,0
Compressor_A,2025-08-19 19:00:00,59.01,2.714,90.4,1193.1,0
Compressor_A,2025-08-19 20:00:00,65.07,2.238,85.7,1196.2,0
Compressor_A,2025-08-19 21:00:00,73.84,1.495,90.9,1196.2,0
Compressor_A,2025-08-19 22:00:00,69.49,2.446,86.5,1199.3,0
Compressor_A,2025-08-19 23:00:00,61.79,2.333,87.0,1199.8,0
Compressor_A,2025-08-20 00:00:00,62.27,2.225,90.5,1200.5,0
Compressor_A,2025-08-20 01:00:00,75.07,2.315,85.4,1199.9,0
Compressor_A,2025-08-20 02:00:00,69.99,2.165,87.8,1202.3,0
Compressor_A,2025-08-20 03:00:00,59.56,2.075,88.8,1201.6,0
Compressor_A,2025-08-20 04:00:00,62.51,1.95,84.4,1205.0,0
Compressor_A,2025-08-20 05:00:00,73.18,1.637,86.6,1206.7,0
Compressor_A,2025-08-20 06:00:00,70.9,2.176,86.1,1206.0,0
Compressor_A,2025-08-20 07:00:00,63.25,1.785,86.8,1207.1,0
Compressor_A,2025-08-20 08:00:00,63.74,1.302,87.8,1206.4,0
Compressor_A,2025-08-20 09:00:00,65.01,2.338,85.1,1206.7,0
Compressor_A,2025-08-20 10:00:00,55.31,2.002,86.9,1207.1,0
Compressor_A,2025-08-20 11:00:00,69.73,2.399,89.4,1210.1,0
Compressor_A,2025-08-20 12:00:00,59.28,1.362,88.9,1210.1,0
Compressor_A,2025-08-20 13:00:00,62.95,2.979,89.5,1212.8,0
Compressor_A,2025-08-20 14:00:00,68.46,2.02,86.9,1215.8,0
Compressor_A,2025-08-20 15:00:00,69.38,2.131,86.3,1215.8,0
Compressor_A,2025-08-20 16:00:00,66.78,1.809,85.9,1210.9,0
Compressor_A,2025-08-20 17:00:00,67.23,1.491,86.4,1218.7,0
Compressor_A,2025-08-20 18:00:00,59.95,2.233,85.4,1216.9,0
Compressor_A,2025-08-20 19:00:00,61.42,2.05,87.3,1218.5,0
Compressor_A,2025-08-20 20:00:00,70.35,1.727,85.8,1219.0,0
Compressor_A,2025-08-20 21:00:00,68.53,1.959,87.2,1222.5,0
Compressor_A,2025-08-20 22:00:00,73.34,2.132,88.3,1223.6,0
Compressor_A,2025-08-20 23:00:00,65.01,2.04,87.8,1220.3,0
Compressor_A,2025-08-21 00:00:00,60.04,2.675,87.2,1225.5,0
Compressor_A,2025-08-21 01:00:00,68.27,2.818,87.6,1224.4,0
Compressor_A,2025-08-21 02:00:00,66.56,1.248,88.1,1225.4,0
Compressor_A,2025-08-21 03:00:00,68.19,2.724,88.7,1224.8,0
Compressor_A,2025-08-21 04:00:00,64.0,2.404,85.7,1227.9,0
Compressor_A,2025-08-21 05:00:00,56.29,2.369,85.2,1227.6,0
Compressor_A,2025-08-21 06:00:00,64.78,1.981,86.9,1230.2,0
Compressor_A,2025-08-21 07:00:00,62.76,2.625,89.0,1231.7,0
Compressor_A,2025-08-21 08:00:00,70.91,2.147,88.5,1233.8,0
Compressor_A,2025-08-21 09:00:00,65.56,2.163,87.7,1234.0,0
Compressor_A,2025-08-21 10:00:00,68.17,2.354,87.7,1232.5,0
Compressor_A,2025-08-21 11:00:00,63.13,2.195,90.4,1235.0,0
Compressor_A,2025-08-21 12:00:00,69.01,1.775,88.4,1235.3,0
Compressor_A,2025-08-21 13:00:00,57.2,1.859,88.3,1234.4,0
Compressor_A,2025-08-21 14:00:00,54.36,4.011,86.3,1235.3,1
Compressor_A,2025-08-21 15:00:00,62.67,2.604,86.9,1241.5,0
